R_26DPAi
R_EX_akg_e
R_EX_ala__L_e
R_EX_arab__L_e
R_EX_arbt_e
R_EX_arg__L_e
R_EX_asn__L_e
R_EX_asp__L_e
R_EX_btn_e
R_EX_ca2_e
R_EX_cdpg_e
R_EX_cellb_e
R_EX_chol_e
R_EX_chor_e
R_EX_co1dam_e
R_EX_cobalt2_e
R_EX_csn_e
R_EX_cys__L_e
R_EX_d23hb_e
R_EX_dachi_e
R_EX_dad_2_e
R_EX_dcyt_e
R_EX_dhptd_e
R_EX_dtbt_e
R_EX_escul_e
R_EX_escut_e
R_EX_etha_e
R_EX_etoh_e
R_EX_fe2_e
R_EX_fru_e
R_EX_fuc_e
R_EX_fum_e
R_EX_g3p_e
R_EX_gal_bD_e
R_EX_galt_e
R_EX_gam_e
R_EX_glc__D_e
R_EX_glcn_e
R_EX_gln__L_e
R_EX_glu__L_e
R_EX_gly_e
R_EX_glyb_e
R_EX_glyc_e
R_EX_gthox_e
R_EX_gthrd_e
R_EX_h2_e
R_EX_ham_e
R_EX_his__L_e
R_EX_hqn_e
R_EX_hxan_e
R_EX_ile__L_e
R_EX_ins_e
R_EX_k_e
R_EX_lac__L_e
R_EX_lys__L_e
R_EX_m2but_e
R_EX_m4po_e
R_EX_mal__L_e
R_EX_malt_e
R_EX_man6pglyc_e
R_EX_man_e
R_EX_met__D_e
R_EX_met__L_e
R_EX_mevR_e
R_EX_mg2_e
R_EX_mnl_e
R_EX_na1_e
R_EX_nac_e
R_EX_ncam_e
R_EX_no2_e
R_EX_no3_e
R_EX_phe__L_e
R_EX_pi_e
R_EX_pnto__R_e
R_EX_ppat_e
R_EX_pro__L_e
R_EX_ptrc_e
R_EX_pydxn_e
R_EX_raffin_e
R_EX_rib__D_e
R_EX_ribflv_e
R_EX_salcn_e
R_EX_sbt__D_e
R_EX_sel_e
R_EX_ser__L_e
R_EX_slnt_e
R_EX_so3_e
R_EX_spmd_e
R_EX_succ_e
R_EX_sucr_e
R_EX_tagur_e
R_EX_tgt_e
R_EX_thm_e
R_EX_thr__L_e
R_EX_thymd_e
R_EX_tmam_e
R_EX_tre_e
R_EX_trp__L_e
R_EX_tyr__L_e
R_EX_uaccg_e
R_EX_ura_e
R_EX_uri_e
R_EX_xan_e
R_EX_xyl__D_e
R_EX_zn2_e
R_FBA2
R_FCLPA
R_FCLT
R_FDIPDC
R_FE2abc
R_FE2t
R_FE3abc
R_FFSD_2
R_FMETTRS
R_FMNAT
R_FMNRx
R_FMNRx2
R_FNRR
R_FNRR2
R_FNRR3
R_FRD2
R_FRTT
R_FRUK
R_FRUpts
R_FRUpts2
R_FUCpts
R_FUMtr
R_FldAct
R_G3Pabc
R_G6PI_1_2
R_GAL6PI
R_GALKr
R_GALM2
R_GALT
R_GALTpts
R_GALUi
R_GALt2_3
R_GAMpts
R_GCALDD
R_GCCL
R_GCCa
R_GCCb
R_GCCc
R_GCOADH
R_GGTT
R_GHMT2r
R_GK1
R_GLBRAN2
R_GLCADpts
R_GLCAt2
R_GLCNt2r
R_GLCpts
R_GLCt2
R_GLNSCP
R_GLNTRS
R_GLNabc
R_GLP5H
R_GLTPD
R_GLUR
R_GLUabc
R_GLUt4
R_GLYALDDr
R_GLYAT
R_GLYBabc
R_GLYCL_copy1
R_GLYCL_copy2
R_GLYCO
R_GLYCt
R_GLYFEM
R_GLYP
R_GLYR
R_GLYTRS
R_GLYabc
R_GND
R_GRTT
R_GTHOXti
R_GTHOr
R_GTHRDH_syn
R_GTHRDt2
R_GTPCI
R_GTPCII2
R_H23KMP
R_H2td
R_H3BT
R_H3EXR
R_H3T2E
R_HAAOR
R_HACD1i
R_HACD9
R_HAMR
R_HAMt
R_HBCE
R_HBCH
R_HBCHLR
R_HBCO_nadp
R_HBRCH
R_HCITI
R_HD22
R_HETZK
R_HEX4
R_HEXR
R_HEXTT
R_HICITD
R_HISTDa
R_HISTDb
R_HISTP
R_HISabc
R_HMCO
R_HMGL
R_HMR_3951
R_HMR_6515
R_HPH4CL
R_HPPK2
R_HQNt6
R_HSDxi
R_HSDy
R_HSERTA
R_HSK
R_HSST
R_HSTPT
R_HT2H
R_HXANt2r
R_ICHORS
R_ICHORT
R_ICN
R_IG3PS
R_IGPDH
R_ILETA2
R_ILEabc
R_INSt2
R_IPDDI
R_IPDPS
R_IPDPS_syn
R_IPMD
R_IPPMIa
R_IPPMIb
R_IPPS
R_IT6PT
R_ITCY
R_KARA2
R_Kabc
R_Kt1
R_Kt2r
R_Kt3r
R_LCADi
R_LCYSTST
R_LEUTRS
R_LIPID
R_LPTAB1
R_LPTAB2
R_LPTAB3
R_LTHRK
R_LYSAM
R_LYST1
R_LYST2
R_LYST3
R_LYSabc
R_L_LACD3
R_L_LACt2r
R_M1PD
R_M2BCT
R_M2Bt
R_M3R
R_M3TT
R_M45TB
R_M4POt
R_M51PH
R_M523I
R_M5DPP
R_MAACAPS
R_MACCOAT
R_MAL6PG
R_MALTATr
R_MALTpts
R_MALTt2
R_MALt3r
R_MAN1PT
R_MAN1PT2
R_MAN6Gpts
R_MAN6PI
R_MANPGH
R_MANpts
R_MANt2
R_MB2CFO
R_MCHD
R_MCOAH
R_MCOATA_2
R_MCPST
R_MECDPDH4E
R_MECDPS
R_MEPCT
R_METDabc
R_METGL
R_METRR
R_METS
R_METSR_S1
R_METTRS
R_METabc
R_MEVRt
R_MG2abc_copy1
R_MG2abc_copy2
R_MGTD
R_MGt5
R_MHFMT
R_MMHO
R_MMSAD1
R_MNLpts
R_MNabc
R_MOBDabc
R_MOGDS
R_MOHMT
R_MPL
R_MRF
R_MSADC
R_MTAN
R_MTHFD
R_MTHFD2i
R_MTHFR2
R_MTHFR5
R_MTRI
R_MTRK
R_MVNOR
R_MX15PSL
R_MYTR
R_NACt
R_NADH10
R_NARK
R_NAR_syn_2
R_NCAMUP
R_NDPK4
R_NDPK5
R_NDPK7
R_NDPK8
R_NITR
R_NNDMBRT
R_NNDPR
R_NO3abc
R_NOR_syn_2
R_NPHS
R_NTD3
R_NTRIR2x
R_NTRIRy_1
R_O2XOADOX
R_O3CCO
R_O3CTR
R_O3D1
R_O3D2
R_O3DODEC
R_O3H3R1
R_O3H3R2
R_OAKGB
R_OBFOX
R_OBTFL
R_OCAM
R_OCBT
R_OCTR
R_ODCOA
R_ODEC1
R_ODEC2
R_OHO1
R_OHO2
R_OIVD2E
R_OM3O
R_OMCDC
R_OMPDC
R_OMR1
R_OMR2
R_OPALM1
R_OPALM2
R_OPP
R_ORPT
R_OX3COA
R_OX3HECOA
R_P3OR
R_P3PCL
R_P52O
R_P5CN
R_P5CR
R_P9DH
R_PALDH
R_PANTS
R_PAPPT3
R_PBUTT
R_PCA1
R_PCA2
R_PCHD
R_PCOAH
R_PDH
R_PDYXPT_c
R_PEPGLYCAN
R_PFK_2
R_PFL
R_PGAL
R_PGHD
R_PGHDGM
R_PGHGP
R_PGHHPD
R_PGI1c
R_PGMHDGM
R_PGMT_2
R_PGOGO
R_PGOHDGM
R_PGOSC
R_PGTGM
R_PHETA1
R_PHETRS
R_PHEabc
R_PHHL
R_PHHL2
R_PHNO
R_PKETX
R_PMANM
R_PMDPHT
R_PMPK
R_PNCDC_1
R_PNTK
R_PNTOte
R_POR_syn
R_PPA2
R_PPATabc
R_PPCDC
R_PPM2_2
R_PPNCL2
R_PPNCL3
R_PPND
R_PPNDH
R_PPPM
R_PPS2
R_PPS5
R_PPTT
R_PRAMPC
R_PRATPP
R_PRMICI
R_PROR
R_PROTEIN_1
R_PROTRS
R_PROabc
R_PSCVT
R_PTDGT
R_PTDH
R_PTHEX
R_PTRCAT1
R_PTRCTA
R_PTRCabc
R_PUNP2
R_PUNP4
R_PUNP6
R_PURGL
R_PYAS
R_PYDAMK
R_PYDXNK
R_PYDXNtr
R_PYDXOR
R_PYNP1
R_PYNP2r
R_PYOA
R_QULNS
R_R1PI
R_R5P2D
R_R5P2D2
R_RAFFabc
R_RAFGH
R_RBFK
R_RBFSa
R_RBFSb
R_RBK_L1
R_RBP4E
R_RHCCE
R_RIBFLVt2
R_RIBabc
R_RNA_1
R_RNDR1
R_RNDR2
R_RNDR3
R_RNDR4
R_RNTR2_2
R_RNTR3_2
R_RNTR4_2
R_RPE
R_RPI
R_RZ5PP
R_S6PG
R_S7PTDG
R_SALCpts
R_SAMU3
R_SAOR
R_SBTD_D2
R_SBTPD
R_SBTpts
R_SBTt2
R_SCL
R_SDPDS_2
R_SDPTA_2
R_SELGTHR2
R_SELGTHR3
R_SELNPS
R_SELP
R_SELPTRN
R_SELR
R_SELTt
R_SELt
R_SERLTRN
R_SERTRS
R_SERTRS2
R_SERabc
R_SFRR
R_SHCHD2
R_SHK3Dr
R_SHKK
R_SHSL1
R_SKDH_1
R_SLGTH
R_SOLPOOL
R_SPMDAT1_2
R_SPMDAT2
R_SPMDabc
R_SPMS
R_SPODM
R_SPRMS
R_SPTc
R_SR1_1
R_SR5
R_SR6
R_SRCHD
R_SRCOAH
R_SRGO
R_SSAH
R_SUCBZL
R_SUCBZS
R_SUCCt
R_SUCR
R_SUCRt2
R_SUCpts
R_SULRR
R_SULRR2
R_SULR_syn_1
R_T2ECR
R_T2ORO
R_T2ORX
R_TAGURr
R_TAGabc
R_TDPR
R_TGBPA
R_TGTpts
R_THDPS_2
R_THEXCOA
R_THEXH
R_THIELEC
R_THMDt2
R_THMtrbc
R_THRA
R_THRD
R_THRD_L
R_THRPDC
R_THRS
R_THRTRS
R_THRabc
R_TKT1
R_TKT2
R_TMAMt
R_TMDPK
R_TMDPP
R_TMDS
R_TMDS3
R_TMK
R_TMPK
R_TMPPP
R_TOCTH
R_TRE6PH
R_TRE6PP2
R_TREpts
R_TRPTRS
R_TRPabc
R_TTH
R_TTMR1
R_TYRL_2
R_TYRTA
R_TYRTRS
R_TYRabc
R_UAAGDS
R_UACCpts
R_UAG2E
R_UAGCVT
R_UAGHD
R_UAGPT3_2
R_UAMAGS
R_UAMAS
R_UAPGR
R_UDCPDP
R_UDGMS
R_UDMDP
R_UDMGS
R_UDPG4E
R_UDPGD
R_UDSDM
R_UGLT
R_UMGDS
R_UMGSDS
R_UPP3MT
R_UPP3S
R_UPPDC1
R_UPPRT
R_URAt2
R_UREASE
R_URIH
R_URIK1
R_URIK2
R_URIK3
R_URIt2
R_UT6PT
R_UTCY
R_UTUP
R_VACOAI_2
R_VALTRS
R_VOR2bE
R_X5TDG
R_XANt2
R_XANt3
R_XYLI1
R_XYLK
R_XYLt
R_XYLt2
R_ZNabc
R_r0280
R_r1143
R_r2465_1
